Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length
328,4.4,15.2,Light Brown,Rounded,9.4
313,2.1,11.5,Black,Pointed,10.9
295,5.7,12.4,Dark Brown,Rounded,10.4
321,3.1,8,Black,Pointed,12
362,5.1,9.6,Cinnamon,Broad,11
329,3.4,7.2,White,Broad,6.3
399,5.4,17,Black,Broad,5.1
311,4.9,7.4,Dark Brown,Pointed,9.1
322,8.3,10.4,Blond,Broad,8.9
298,9.9,13.2,Dark Brown,Broad,7.3
231,1.6,8.6,Blond,Pointed,8.2
331,4.6,9.7,White,Broad,8.5
385,8.8,14,Light Brown,Rounded,7.8
467,2.4,9.8,Black,Broad,11.1
279,3.3,11.7,Cinnamon,Pointed,12
255,3.1,8.1,White,Broad,11.1
406,4.9,15.3,White,Pointed,7.5
354,,11.4,Cinnamon,Rounded,8.7
386,1.3,14.9,Cinnamon,Broad,9.5
330,8.7,12.8,Dark Brown,Broad,5.1
332,5.8,15.3,Light Brown,Broad,8.5
339,2.5,17.6,Black,Pointed,6.5
253,,16.7,Blond,Broad,8.3
385,7.9,11.4,White,Pointed,8
281,,8,Light Brown,Rounded,8.1
407,4.4,12,Cinnamon,Rounded,9.7
341,1.9,8.9,Cinnamon,Pointed,8.1
352,6.1,17.5,,Pointed,8.1
451,2.3,9,White,Pointed,8.5
303,4.4,16.9,Blond,Broad,9.7
232,2.8,12.8,Blond,Broad,6.4
433,9,7.2,White,Pointed,8.2
315,5.5,15.1,Blond,Rounded,5.3
441,2.2,11.5,Black,Pointed,5.5
304,9.1,13.6,Blond,Pointed,9.5
320,7.1,14.7,Blond,Broad,8.6
308,1.1,7,Black,Broad,9.4
327,5,13.1,Light Brown,Pointed,9.2
215,6.2,18,Blond,Rounded,9.7
333,1.2,10.2,Black,Pointed,8.3
495,4.4,10.4,White,Broad,9.3
252,5.9,17.7,Blond,Broad,5.6
345,9,13.1,Black,Broad,11.4
348,4.9,11,Black,Pointed,9.6
403,4.5,8.4,Black,Rounded,8.8
393,4.1,10.1,White,Broad,7.5
457,1.1,12,Black,Pointed,10.9
380,7.2,13.4,Dark Brown,Broad,11.6
430,3.5,10.8,Black,Pointed,8.4
224,4,16.4,Black,Pointed,8.5
260,7.7,11.4,Dark Brown,Rounded,6
346,4,10.6,Cinnamon,Broad,11.3
254,9.3,12.9,Blond,Rounded,9.2
348,1.1,10.7,White,Rounded,11.8
264,5.3,11.3,Black,Pointed,8.5
361,3.2,7.9,Blond,Broad,8.2
220,9.2,11.5,,Broad,5.1
350,10,16.3,Light Brown,Broad,6.7
446,2.1,11.9,Cinnamon,Pointed,10.7
328,4.5,10.3,Cinnamon,Broad,8.2
324,7,10.3,Black,Pointed,10.9
306,4.3,9.7,Cinnamon,Rounded,10.9
435,5,9.2,Cinnamon,Pointed,8
247,3.6,8.6,Black,Broad,9.4
388,8.5,14.2,Dark Brown,Broad,11.1
367,4.6,8.3,Black,Broad,8.9
388,9.1,12.8,Cinnamon,Rounded,7
213,9.8,7.8,Blond,Broad,6.3
423,2.6,17.8,Black,Pointed,12
309,4,11.4,White,Pointed,11.6
261,3.7,16.3,Cinnamon,Broad,7.6
353,4.9,16.2,Blond,Broad,8.5
231,8,11.1,Light Brown,Rounded,9.6
361,1.1,12.9,Black,Broad,11.6
249,,11.6,,Broad,8.5
268,6.2,12.3,Blond,Rounded,9.8
355,3.2,17.5,Cinnamon,Broad,8.1
452,8.4,7.1,Cinnamon,Pointed,8.3
465,5.6,12.2,Black,Rounded,10.9
273,8.8,8,Light Brown,Rounded,7.2
482,5.4,7.1,Cinnamon,Pointed,5.2
349,3.6,11.4,Black,Broad,5
218,4.6,14,Light Brown,Broad,8.2
293,6.2,13.5,Dark Brown,Rounded,5.2
413,4.6,12.2,Black,Broad,11.8
454,3.2,9.3,Cinnamon,Pointed,8.1
455,2.9,14.3,Black,Broad,11.8
371,4,10.4,Light Brown,Broad,11.5
284,9.2,12.1,Light Brown,Rounded,6.5
387,2.4,7.8,Black,Pointed,10.3
425,2.5,11.1,White,Pointed,8.7
463,2.9,9.4,Blond,Broad,8.5
475,3.3,7.7,Cinnamon,Pointed,8.3
351,3.5,7.5,Cinnamon,Rounded,9.5
491,1.9,8.5,White,Pointed,9.8
386,6.9,14.6,Light Brown,Pointed,8
441,2.2,7.7,White,Pointed,8
293,8.6,14,Dark Brown,Broad,7.1
488,,9.5,Blond,Rounded,7.2
383,8.7,7.1,Blond,Rounded,6.6
315,2.5,7,Black,Rounded,8.4
314,1.8,13.1,Black,Pointed,6.4
311,4.9,10.6,White,Pointed,9.3
390,5.6,8.2,Light Brown,Broad,6.4
381,6.8,13,Light Brown,Broad,11.3
439,1,11.9,Cinnamon,Rounded,8
287,,16.8,Cinnamon,Pointed,7
338,8.9,8.6,Light Brown,Broad,7.3
285,4.8,12.4,Blond,Broad,8.6
389,4.9,10,Light Brown,Broad,8.1
341,7.1,11.2,Blond,Broad,9.1
212,8.1,8.6,Light Brown,Rounded,8.3
392,8.9,13,Light Brown,Broad,10.5
314,6.1,15.3,Dark Brown,Pointed,6.7
234,5.5,14.2,Cinnamon,Pointed,11.8
251,3.1,9.2,White,Broad,9.8
401,3.4,9.8,White,Broad,5.4
387,3.2,11.6,Black,Broad,5.1
259,8.4,15.4,Blond,Pointed,5
410,7,14.9,Blond,Broad,9.9
201,10,15.6,Dark Brown,Pointed,6.8
285,4.5,12.4,Blond,Pointed,8.1
379,6.1,16.3,Dark Brown,Broad,9.1
480,3.1,8.9,White,Pointed,10.4
346,3.3,12.8,,Broad,9.1
334,5.3,14.4,Blond,Rounded,10.6
304,9.7,11.2,Dark Brown,Broad,9.7
403,1.7,10.4,Cinnamon,Broad,8.5
392,5,17.4,,Broad,10.2
211,6.3,11.3,Blond,Pointed,10.4
450,5.1,11.2,Cinnamon,Pointed,8.6
272,8.8,16.4,Light Brown,Pointed,11.6
269,8.5,16.6,Light Brown,Broad,10.1
264,8.1,14.5,Blond,Rounded,5.4
244,,15.9,Dark Brown,Broad,6.7
318,5.1,12.8,Blond,Broad,6.5
388,5,11,Cinnamon,Pointed,8.9
499,4,16.3,Black,Pointed,9.1
220,4.6,9.1,Cinnamon,Rounded,8.3
339,9.1,17.9,Dark Brown,Rounded,7.1
385,4.1,10.8,Cinnamon,Pointed,10.8
274,5.7,15.9,Blond,Broad,8.8
350,,14.7,Dark Brown,Broad,6
414,4.5,12.5,Cinnamon,Broad,11.3
443,2.1,10.3,Black,Broad,10.8
228,1.1,9.3,Black,Broad,6.1
209,7.9,14.8,Light Brown,Pointed,8.3
370,3.2,12.6,Light Brown,Rounded,7.3
368,9.9,16.9,Dark Brown,Rounded,9.4
487,1.2,9.6,Light Brown,Broad,9.7
316,2.1,9.5,Blond,Pointed,8.2
319,5.2,8.2,Black,Broad,10.6
358,8.8,14.1,Dark Brown,Rounded,7.9
377,2,15.2,White,Rounded,5.3
228,7.8,13.6,White,Broad,6.5
347,6.3,8.9,Black,Broad,11.2
483,5.7,13.9,Light Brown,Rounded,7.7
324,5.1,11.9,Black,Broad,10
424,9.5,17.2,,Rounded,5.8
208,3.5,12.6,Blond,Broad,7.5
306,5.4,11.2,Black,Broad,9
387,5.1,14.6,,Rounded,6.8
333,8.8,8.6,White,Broad,11.8
206,4.3,13.5,Light Brown,Rounded,8.8
337,5.8,8.6,Black,Broad,9.3
432,3,16.6,White,Broad,9.9
238,7.7,13,Black,Rounded,8.7
341,1.4,10.5,Dark Brown,Broad,9.8
201,8.4,11.9,Dark Brown,Rounded,5.2
359,6.2,18,Dark Brown,Rounded,9
366,2.7,7,White,Pointed,8.4
383,4.8,14.1,Light Brown,Broad,7.6
359,5,15.8,Light Brown,Rounded,6.3
300,5.1,7.8,Cinnamon,Broad,8.2
226,5.3,11.1,Black,Pointed,9.2
312,5.2,17.6,Cinnamon,Rounded,6.5
339,5.3,9.3,Light Brown,Broad,7.9
432,8.8,14,,Rounded,12
289,9.4,8.7,,Broad,8.1
255,5.1,10.3,White,Broad,9.2
287,2.7,12.7,Cinnamon,Pointed,10.5
420,4.4,7,Black,Pointed,8.2
427,4.8,17.6,Black,Broad,9.5
215,4.1,14.2,Dark Brown,Rounded,6.1
246,1.1,8.7,Blond,Broad,10.6
410,8.6,11.6,Cinnamon,Pointed,9.6
295,6.3,12.7,Dark Brown,Pointed,10
479,2.2,9.1,Black,Broad,8.7
319,4.1,12.3,Cinnamon,Broad,6.8
286,2.4,9,Black,Broad,10.5
327,1.9,13.8,Dark Brown,Broad,5.6
478,4.2,8.7,Cinnamon,Pointed,8.6
230,8.9,13,White,Broad,10.1
286,5.5,11,Blond,Broad,7.4
272,7.3,11.6,Light Brown,Pointed,9
348,7.9,8.7,Cinnamon,Pointed,5.3
316,2.2,12.9,Black,Broad,6.3
244,8.3,16.5,,Broad,5.4
317,2.1,8.4,Cinnamon,Pointed,11.2
214,2.5,16.1,White,Rounded,5.1
466,1.7,13.1,Blond,Broad,5.8
314,9.9,11.1,Light Brown,Broad,9.1
303,1.8,10.1,Black,Pointed,8
347,,11.3,,Broad,7.2
357,9.3,7.2,Blond,Broad,8.9
325,7,8.5,Blond,Rounded,7.3
223,5.4,12,Cinnamon,Broad,9.7
339,9.9,13.4,Blond,Broad,9.1
429,8.3,16.1,Dark Brown,Broad,9.6
328,9.3,10.5,Cinnamon,Broad,11.1
268,1.7,11.7,Light Brown,Broad,12
266,5.2,14.2,Dark Brown,Broad,9.7
420,3.9,10.6,White,Pointed,11.5
325,1.4,11.8,Light Brown,Rounded,8.6
286,6.3,14.5,Blond,Rounded,5.2
255,5.9,16.4,Dark Brown,Broad,6.1
309,2.9,11.7,White,Rounded,11.9
269,5.5,16.3,Cinnamon,Broad,10.7
270,3.1,8.4,Cinnamon,Pointed,8.9
477,9,12,White,Pointed,11.1
279,5.4,11.8,White,Pointed,9.3
215,1.1,10.5,White,Rounded,10.2
355,3.7,11.8,Cinnamon,Broad,6.2
255,4.2,12.4,Blond,Broad,9.6
375,4.4,8,,Pointed,6.3
370,6.2,13.8,Cinnamon,Broad,8.3
357,9.9,14.1,Blond,Broad,6.7
329,8.6,13.1,,Broad,6.5
231,3.3,8.4,Light Brown,Broad,6.3
238,2.4,17.5,Light Brown,Rounded,8.3
363,3.6,17.9,Dark Brown,Broad,7.2
475,3.5,12.1,White,Broad,9.7
202,3.7,16.4,Blond,Rounded,5.8
300,4.8,11.8,Cinnamon,Pointed,11.5
438,9.4,15.4,Light Brown,Pointed,8.3
428,3.4,15.7,White,Pointed,9.2
474,5.6,12.9,Cinnamon,Pointed,11.3
487,3,11.1,Cinnamon,Pointed,8.6
215,7.2,7.3,Light Brown,Rounded,10.1
377,8.8,17.4,Blond,Broad,7.9
370,4.9,13.8,Blond,Rounded,8.6
415,5.7,9.8,Dark Brown,Broad,10.2
342,5.2,12.8,White,Broad,11.9
315,4.8,12.1,Blond,Pointed,7.8
496,5,16.9,Light Brown,Broad,8.3
328,8.6,17.1,,Broad,7.6
291,7.5,17.1,Dark Brown,Broad,9.4
370,1.3,12.2,Cinnamon,Broad,10.1
221,4.9,8.7,Cinnamon,Pointed,11.8
364,1.4,14,Cinnamon,Broad,8.1
338,5.3,7.4,Black,Broad,8
210,7.5,11.2,Blond,Broad,5.5
420,1.3,8.7,Cinnamon,Rounded,9.9
359,4.6,17.5,White,Rounded,9.5
332,2,10.3,White,Broad,9.4
452,1.6,12.8,Black,Pointed,10.3
363,7.4,13.3,Dark Brown,Broad,6.2
231,2.6,11.6,White,Rounded,8.7
287,8.6,8.1,Cinnamon,Pointed,5.4
264,4.8,11.9,Cinnamon,Rounded,5.6
329,1.3,12.4,Light Brown,Pointed,8
375,2.8,9.1,Cinnamon,Rounded,9.7
235,4,12.8,Cinnamon,Rounded,7.4
235,9.3,16.3,Dark Brown,Broad,9.7
217,4.7,9.5,Cinnamon,Pointed,10.1
210,5.2,12.1,Dark Brown,Rounded,5.3
367,5.8,15.5,,Broad,6.8
315,6.1,10.6,Black,Broad,9.1
224,9.4,11.6,Blond,Rounded,8.4
329,,12.9,Blond,Pointed,8
348,4.7,7.4,White,Pointed,9.5
255,8.3,11.5,Dark Brown,Pointed,6.5
390,2.3,13.2,Blond,Rounded,10
345,1.2,11.2,Blond,Broad,10
446,5.5,15.6,White,Broad,9.9
267,7.1,14.8,Light Brown,Broad,8.4
299,7.9,13.2,Black,Broad,9
390,5.3,10.2,Black,Broad,8
340,4.7,12.3,Blond,Pointed,9.6
252,9,12.8,Dark Brown,Rounded,8.1
466,2.7,10.7,White,Pointed,10
367,3.4,13,Cinnamon,Broad,8.7
384,8.6,16.1,,Broad,10
461,3.7,11.4,Cinnamon,Pointed,9.2
391,4.9,11.5,Blond,Rounded,9.7
290,4.8,11.2,Light Brown,Rounded,6.9
330,9.6,13.6,White,Broad,11.9
342,9.9,16,Blond,Rounded,5.1
260,3.9,7,Cinnamon,Pointed,10.3
397,8.4,14.9,Dark Brown,Rounded,11.9
330,1.7,8.3,Cinnamon,Broad,10.3
248,8.3,11.5,White,Pointed,11
383,5.6,12.8,Blond,Rounded,7.4
309,9.9,17.8,White,Rounded,8.9
247,5.6,13.1,Dark Brown,Broad,8.3
381,3.9,11.6,Black,Broad,9
459,7.8,10.3,White,Broad,8.4
486,3.9,11.5,Black,Broad,10.8
334,4.2,17.8,Black,Pointed,6.6
490,3.3,15.2,Cinnamon,Pointed,7.8
348,1.4,8.7,Black,Pointed,5.5
346,4.2,14.7,Black,Pointed,9.4
447,1.3,13,Black,Broad,11.1
411,3.5,8.6,Cinnamon,Broad,6.3
263,4.3,7.5,White,Broad,6.6
398,8.9,7.8,White,Pointed,8.3
346,7.8,15,Dark Brown,Broad,9.8
485,1,8.7,Cinnamon,Pointed,8.5
323,4.9,10.3,Dark Brown,Rounded,8.6
308,4.6,9.8,White,Pointed,10.1
391,5.8,18,Light Brown,Broad,5.7
433,1.3,9.8,Cinnamon,Broad,8.7
236,3.7,10,Black,Pointed,11.3
391,2.7,7.5,White,Broad,11.2
217,5.3,10.8,Black,Pointed,5.2
454,8.1,14.2,Black,Rounded,8.2
313,7.5,17.1,Dark Brown,Broad,10
395,2,7.7,Cinnamon,Broad,8.1
248,9.1,9.6,Blond,Rounded,11.6
216,3.1,12.2,Dark Brown,Broad,11.2
458,4.1,11.6,Cinnamon,Pointed,8.8
256,7.7,12.1,Light Brown,Pointed,10.8
463,3.2,10,White,Pointed,8.8
471,1.8,8.8,Black,Pointed,8.1
329,7.5,11.1,Light Brown,Broad,8.4
431,4.5,16.6,White,Broad,9.9
381,4,18,,Broad,9.3
441,3.5,16.8,Dark Brown,Broad,7
365,9.5,10.5,Cinnamon,Pointed,10.3
330,1.4,13.6,Light Brown,Broad,6.5
317,7.7,12.3,White,Broad,10.8
421,1.3,9.4,Black,Pointed,10.5
262,1.7,11.8,Cinnamon,Pointed,8.9
355,7,12.1,Light Brown,Pointed,9.1
304,1.2,10.3,Cinnamon,Broad,10.4
390,9.9,13.2,Light Brown,Rounded,8.6
243,5.7,12.3,Dark Brown,Broad,11.9
454,4.4,12,Cinnamon,Pointed,5.6
463,1.8,9.9,Black,Broad,10.1
223,4.7,12.6,White,Broad,10.3
498,1.7,10.7,Blond,Broad,11
497,,13,Blond,Rounded,8.8
365,9.9,12.2,Dark Brown,Rounded,5.1
432,3.7,11.2,Cinnamon,Pointed,9.8
230,7.8,14.7,Blond,Rounded,5.7
399,3.9,10.9,White,Pointed,9.7
353,5.5,9.6,Black,Pointed,8.1
267,4,15.6,Blond,Broad,9.4
382,5.5,14.1,,Broad,6.4
308,4.6,11.2,Black,Pointed,11.5
231,3.3,10.2,White,Pointed,10.1
405,7.8,16,Blond,Rounded,6.9
356,3.4,12.3,White,Broad,11.3
326,2.4,11.8,Black,Broad,9.8
417,4.8,8.1,Blond,Pointed,9.2
327,2.9,14.5,Black,Pointed,8.7
444,2.5,10.4,Cinnamon,Rounded,11.3
259,9.7,11.2,Light Brown,Broad,5.4
421,1.1,12.5,White,Pointed,8.2
312,8.2,8.4,Black,Broad,11.2
291,5.1,16,Blond,Rounded,5.6
420,5,9.8,Light Brown,Broad,9.9
285,4.2,11,Cinnamon,Broad,7.8
302,1.9,13,Blond,Broad,7.7
393,10,13.5,Light Brown,Broad,8.4
490,4.1,15.3,Cinnamon,Broad,8.7
488,2.5,16.8,White,Pointed,8.6
373,4.8,8.3,Cinnamon,Pointed,8
457,5.2,10,White,Pointed,8
359,4.6,15.6,Light Brown,Broad,6.4
362,7.1,10.1,Light Brown,Broad,9.9
266,8.2,10.6,Dark Brown,Rounded,10.7
311,2.3,7.4,Cinnamon,Pointed,8.7
361,2.6,9.6,White,Pointed,8.3
344,4.6,10.7,White,Broad,10.9
402,1.6,12.6,White,Pointed,11.2
313,3.4,15.8,Dark Brown,Rounded,8.6
374,6.4,11.9,Blond,Broad,7.3
287,4.2,15.7,Light Brown,Rounded,5.5
448,2.2,12.3,Black,Pointed,9.8
390,5,12.2,,Rounded,9.8
347,1.8,12.6,Blond,Rounded,5.9
219,6.3,11.3,Light Brown,Broad,11.6
364,3,17.9,White,Rounded,10.6
321,5.5,10.7,Black,Broad,11.1
206,3.1,13.2,Black,Broad,5.5
415,9.4,10.2,Black,Broad,11.9
268,,17,Dark Brown,Rounded,9.8
364,7.3,17.2,Blond,Broad,7.6
366,4.2,8.8,Light Brown,Rounded,5.6
258,9,12,Light Brown,Broad,7.3
291,3.1,17.6,Cinnamon,Broad,10.6
496,6.2,12.5,Black,Broad,9
440,3.8,11.9,Cinnamon,Rounded,6.6
377,2.6,8.1,Black,Pointed,9.7
334,3.8,9,White,Pointed,11.4
335,1.3,10.6,Light Brown,Rounded,8.6
393,3.1,13.2,Black,Rounded,8
333,3.5,14.2,White,Broad,9
383,5.8,16.9,Blond,Rounded,9.6
301,3.8,11.5,Blond,Rounded,8.8
209,5.7,13.2,,Broad,8.6
324,8,17.2,Light Brown,Rounded,6.2
393,1.6,8.6,Cinnamon,Pointed,9.6
397,5.9,15.9,Blond,Broad,11
448,5.3,8.3,Light Brown,Broad,6.6
348,7.9,8.1,White,Pointed,10.3
281,7.3,15,Cinnamon,Rounded,9.1
312,6.8,17.4,Blond,Rounded,9.4
315,9.2,7.6,Black,Pointed,9.2
484,5.1,10.2,White,Pointed,10.1
266,3.1,10.8,Cinnamon,Broad,11.6
342,8.5,17.2,Blond,Rounded,8.7
296,2.2,9.1,White,Rounded,9.7
278,4.1,15,Light Brown,Broad,9.1
301,10,12.4,White,Broad,9.6
388,6,12.6,Light Brown,Broad,6.3
204,6,14.8,Blond,Pointed,9.5
330,4.3,10.5,Blond,Broad,11.3
442,9.9,17.1,,Rounded,10.5
295,4.4,16.2,Blond,Broad,8.9
305,2.8,15.5,Dark Brown,Pointed,9.7
238,,11,Dark Brown,Broad,5
222,7.9,12,Dark Brown,Rounded,5.3
343,6,12.7,,Broad,5.1
211,9.3,16,Light Brown,Rounded,11.5
254,7.6,17.3,Dark Brown,Broad,10.7
302,8.8,13.4,Light Brown,Broad,6.6
309,7.8,10.5,Cinnamon,Broad,10.7
307,7,14.2,Black,Rounded,9.2
411,5.1,10.9,Cinnamon,Pointed,11.8
374,6.8,12.4,Blond,Rounded,7.5
313,8.7,15.5,Dark Brown,Rounded,6.8
245,,17.7,Blond,Broad,8.5
500,4.4,8.7,Black,Rounded,6.7
320,4.1,13.6,Dark Brown,Pointed,9.7
346,3.5,10.2,Cinnamon,Broad,6.5
340,7.9,9,Dark Brown,Broad,12
339,4,13.5,Cinnamon,Broad,6.1
379,4.8,7.7,Blond,Broad,6.5
332,1,11,Black,Pointed,12
324,2.8,11.1,Light Brown,Broad,8.3
479,5.3,11.7,Blond,Broad,8.6
303,2.3,16,Black,Pointed,11.5
266,5,14.2,Light Brown,Rounded,9.3
432,2.5,9.9,Black,Broad,9.4
437,2.8,14.2,Cinnamon,Pointed,11.3
313,5.1,14.2,White,Pointed,8.8
334,3.7,12.7,Dark Brown,Pointed,9.9
258,6.3,12.4,Blond,Rounded,9.9
269,4.5,13.9,Dark Brown,Pointed,5.3
401,5.3,15.1,White,Broad,9.9
311,4.8,16.8,Dark Brown,Rounded,6.9
324,,10.2,Blond,Pointed,5.6
249,6.2,13.7,Dark Brown,Rounded,5.9
230,6.7,16.2,,Broad,6
457,4.5,16.3,Light Brown,Broad,7.7
476,4.8,9.4,Cinnamon,Rounded,11.8
386,4.8,10.5,White,Broad,8.1
216,6,17,Light Brown,Rounded,10.9
370,4.3,15.5,Blond,Broad,9.7
331,,11.5,Blond,Broad,5.3
383,9.2,14,Dark Brown,Rounded,8.2
291,5.3,14.9,Blond,Broad,9.2
417,2.7,12.7,Black,Broad,11.5
374,1.3,16.8,Blond,Broad,10.2
360,8.2,16.4,Black,Rounded,7
453,5.3,8,Black,Broad,9.8
288,3.2,9.8,Black,Broad,11.2
323,1.7,12.3,Black,Broad,9.5
306,2.1,7.3,Black,Broad,8.6
287,6.6,17.4,Dark Brown,Broad,5.1
414,5.5,11.5,White,Broad,10.2
313,4,12.8,Cinnamon,Pointed,9.1
214,,14.8,Dark Brown,Pointed,7.7
356,3,11.3,Cinnamon,Pointed,11.9
495,4.6,7,Cinnamon,Broad,11.3
261,3.1,8,Black,Broad,5
493,2.4,8.6,Cinnamon,Pointed,12
313,2.7,16.1,Dark Brown,Pointed,11.2
367,7.2,11.7,Blond,Broad,6.4
457,1.8,16.2,Dark Brown,Rounded,9.3
370,4.9,12.3,Cinnamon,Pointed,11.7
405,3.8,12.3,Black,Rounded,10.9
378,4.6,12.1,Black,Pointed,9.4
284,1.2,9.6,White,Pointed,11.6
377,3.6,12.5,Light Brown,Broad,7
219,,13.5,Blond,Pointed,5.7
362,8.1,10.4,Cinnamon,Pointed,6.9
243,6.8,8.8,Blond,Broad,7.7
372,6.5,17.2,Blond,Broad,5.3
246,5.1,13.5,Dark Brown,Broad,5.7
245,8.3,10.7,,Rounded,9.8
421,5,11.8,White,Broad,10.6
259,5.5,17.5,Light Brown,Broad,5.4
425,3,12.7,Black,Broad,11.5
402,9.7,12.4,Cinnamon,Pointed,10.4
351,1.3,8.7,Light Brown,Broad,9
375,4.2,10.2,White,Pointed,11.1
326,4.9,15,Dark Brown,Broad,6.1
272,4.5,7.3,Blond,Rounded,7.4
325,1.2,14.3,,Broad,6.4
298,4.5,9.4,Dark Brown,Rounded,9.8
380,8.4,11.6,Dark Brown,Rounded,9.3
321,7.9,11.4,Black,Broad,5.5
339,7.8,11.6,Dark Brown,Rounded,9.4
311,8,13.2,,Broad,9
314,4.3,9.2,Light Brown,Rounded,6.7
205,6.3,17.1,Dark Brown,Rounded,9.2
366,4.1,8,Black,Pointed,10.3
316,5.6,13.1,Blond,Broad,7.6
250,4.2,14.1,White,Pointed,9.3
283,7.1,8.8,Blond,Rounded,11.4
381,1.4,8.8,Blond,Broad,9.9
358,6.5,17.9,Dark Brown,Broad,9.8
394,5.7,14.9,Light Brown,Broad,10.4
428,3.2,8.9,Cinnamon,Broad,8.6
456,4,7.2,Cinnamon,Pointed,11.1
493,8.1,10.2,Cinnamon,Pointed,11.2
329,6.9,12,Light Brown,Broad,8.1
304,5.4,13,White,Broad,8.8
358,2.9,9.7,Black,Pointed,9
315,8.8,11.5,,Rounded,6.4
371,4.3,11.6,Blond,Rounded,11.4
454,4.6,10.5,Black,Broad,8.1
375,8.7,11,White,Rounded,9
318,4.5,11.2,Light Brown,Rounded,7.2
331,8.5,16.8,White,Pointed,11.1
472,,17.8,Dark Brown,Broad,9.2
479,2.5,11.7,White,Rounded,9.7
467,1.6,9.6,Blond,Pointed,8.4
325,9.6,8.9,White,Pointed,10
352,5.6,11.4,Cinnamon,Broad,11.5
300,3,12.9,Black,Pointed,11.5
315,2.8,8.3,White,Broad,9.5
359,7.3,9.4,Blond,Broad,9.1
389,8.8,11.3,Light Brown,Broad,6.3
219,3.3,12.1,Dark Brown,Rounded,7.3
354,2.2,17,White,Broad,9.8
358,6.1,13.3,Light Brown,Rounded,7.4
403,6.9,10.6,Black,Broad,10.4
409,1.4,11.9,Blond,Pointed,9.2
257,9.1,10.4,Cinnamon,Pointed,8.1
389,8.1,12.2,Dark Brown,Rounded,6.2
373,4.5,12.4,Black,Rounded,9.7
344,4.8,16.6,Light Brown,Broad,6.5
414,5.3,7,Black,Rounded,6.5
318,6.3,17.1,Blond,Rounded,8.6
400,4.4,8.6,Cinnamon,Pointed,9.1
278,4,11.6,Black,Broad,11.7
488,4.9,9.5,Cinnamon,Broad,10.7
234,1.6,9.3,Cinnamon,Pointed,5.6
367,4.6,14.6,Black,Pointed,9.6
268,8.5,7.3,Dark Brown,Rounded,8.4
405,3.3,7,White,Pointed,10.8
266,9.5,15,Light Brown,Broad,9.8
329,4.2,11.4,White,Pointed,10.9
453,3.8,12.4,Blond,Broad,10.5
228,1.6,11,White,Rounded,8.4
222,3.2,9.3,Black,Broad,8.6
352,,17.1,Dark Brown,Broad,11.9
436,4.3,12.3,Cinnamon,Broad,11.8
238,8.1,10.6,Dark Brown,Pointed,7.1
444,5.1,11.1,Light Brown,Rounded,10.5
432,6.1,17.2,Light Brown,Rounded,7.2
340,3.9,15.8,Dark Brown,Broad,11.5
331,4.6,15,Black,Broad,8.5
217,7.9,11.6,,Rounded,5.5
442,4.2,10.7,Dark Brown,Pointed,6
362,5.4,17.1,Light Brown,Broad,5.6
317,6.2,7,White,Pointed,9.5
303,6.7,14.7,Blond,Rounded,6.6
347,4.4,7.9,Blond,Broad,10
242,3.7,11.2,Cinnamon,Rounded,9.5
316,5.4,12.7,Light Brown,Pointed,5.5
226,2.9,11,Black,Pointed,12
378,9.9,13.3,,Rounded,7.5
309,2.6,12.7,Light Brown,Pointed,5.1
498,1.2,8.4,Black,Broad,9.3
315,6,10,Cinnamon,Pointed,9.9
239,5.2,17.6,Cinnamon,Pointed,11.1
368,2.8,7.6,Black,Rounded,10.7
220,2,17.3,Dark Brown,Rounded,8.4
425,6.8,13,Cinnamon,Pointed,12
361,4,13.2,Black,Rounded,8
469,4.9,12.5,White,Broad,10.5
456,4.2,10.8,White,Rounded,10.1
306,3.3,11.7,Black,Broad,11.5
436,2.7,10.7,White,Broad,9.3
365,2.8,10.9,Black,Broad,11.1
262,5.3,13.2,Dark Brown,Rounded,6.9
359,7.7,17.2,Blond,Rounded,8.4
497,4.4,11.2,Cinnamon,Rounded,10.3
359,5.2,12.1,Black,Pointed,9.2
356,5.9,13.9,Blond,Rounded,7.5
307,3.4,7.5,White,Pointed,9.5
307,6.9,14.8,Black,Rounded,5.8
243,1.6,8.9,Light Brown,Pointed,10.4
286,4.4,8.8,Cinnamon,Broad,7.5
226,9,17.1,Dark Brown,Rounded,11.9
479,3,10.2,Cinnamon,Pointed,9.8
323,1.3,10.6,Black,Broad,8.5
382,3.1,11.1,White,Pointed,8.1
321,1.6,9.7,Cinnamon,Pointed,9.1
472,2.6,9.5,Cinnamon,Broad,9.8
442,2.7,11.2,White,Pointed,8.4
291,8.3,15,Dark Brown,Pointed,5
279,3,8.2,Black,Broad,10.9
323,2.9,13,Cinnamon,Pointed,11.1
264,8.1,11.4,Light Brown,Broad,6.1
393,9.1,13.3,Light Brown,Broad,6.8
301,4.5,12.5,Light Brown,Broad,11.7
364,3.3,11.3,Black,Broad,8.9
322,4.5,9.7,Black,Pointed,9.3
368,3.3,7.1,Light Brown,Pointed,8.8
287,4.8,10.3,Light Brown,Pointed,9.7
357,3.9,7.3,White,Pointed,8.9
480,5.6,16.2,Black,Broad,10.4
318,5.1,11.3,Light Brown,Pointed,10.1
348,6.4,17.2,Cinnamon,Broad,11.4
380,2.3,8.4,White,Broad,11.9
473,4.9,10,Dark Brown,Pointed,8.3
283,,12.3,Light Brown,Broad,9.5
